KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
ITEM_EMPTYSYRINGE_NAME,Empty Syringe,,Jeringuilla vacía,Seringue vide,Leere Spritze,Siringa Vuota,Seringa Vazia,空注射器,空の注射器
ITEM_EMPTYSYRINGE_DESC,"When you inflict Bleed or Poison, inflict +1 Bleed or Poison.",,"Al infligir hemorragia o veneno, esta unidad inflige +1 de hemorragia o veneno.","Au lieu d'infliger Saignement ou Poison, vous infligez Saignement +1&nbsp;ou Poison +1.","Verursache +1&nbsp;Blutung oder Gift, wenn du Blutung oder Gift verursachst.","Quando infliggi Sanguinamento o Veleno, infliggi +1 Sanguinamento o Veleno.","Ao aplicar sangramento ou veneno, aplique +1 de sangramento ou veneno.","当你造成流血或中毒时，
额外造成 +1 流血或中毒。","出血または毒を与えるとき、追加
で+1の出血または毒を与えます
。"
ITEM_ENCHANTINGPOOP_NAME,Enchanting Poop,,Caca carismática,Merde enchantée,Bezauberndes Häufchen,Cacca Ammaliante,Cocô Encantado,附魔粪便,魔法のうんち
ITEM_ENCHANTINGPOOP_DESC,Spawn a poop at the start of each battle.,,Genera una caca al inicio de cada combate.,Fait apparaître une merde au début de chaque combat.,Lasse am Anfang jedes Kampfes ein Häufchen erscheinen.,Genera una cacca all'inizio di ogni battaglia.,Gere um cocô no início de cada batalha.,"在每场战斗开始时生成一坨粪便。
","各バトル開始時にうんちを生成し
ます。"
ITEM_ESTUSFLASK_NAME,Glowing Flask,,Frasco resplandeciente,Fiole scintillante,Leuchtender Kolben,Fiaschetta Luminescente,Frasco Brilhante,发光药瓶,輝くフラスコ
ITEM_ESTUSFLASK_DESC,Use: Heal 5 HP. This refills at the end of each battle.,,Uso: Devuelve 5 PS. Se rellena al final de cada combate.,Utilisation&nbsp;: rend 5&nbsp;PV. Se recharge à la fin de chaque combat.,Benutzen: Heile dich um 5&nbsp;LP. Füllt sich am Ende jedes Kampfes selbst auf.,Uso: Rigeneri 5 PS. Si riempie nuovamente alla fine di ogni battaglia.,Uso: cure 5 PV. Este item é recarregado no final de cada batalha.,"使用：治疗 5 生命值。
此效果在每场战斗结束时回复。","使用: 5 HPを回復します。
これは各戦闘の終了時に補充され
ます。"
ITEM_FEATHER_NAME,Feather,,Pluma,Plume,Feder,Piuma,Pena,羽毛,羽根
ITEM_FEATHER_DESC,Take your turn earlier.,,Esta unidad juega el turno antes.,Vous jouez votre tour plus tôt.,Du bist früher am Zug.,Effettui prima il tuo turno.,Use seu turno mais cedo.,提前进行你的回合。,自分のターンを早めに行う。
ITEM_FEEDBAG_NAME,Feed Bag,,Bolsa de pienso,Sac de vivres,Futtertasche,Sacco di Mangime,Saco de Alimentação,饲料袋,エサ袋
ITEM_FEEDBAG_DESC,Familiars you spawn gain +2 max HP.,,Los familiares generados obtienen +2 de PS máximos.,Les familiers que vous invoquez gagnent PV max. +2.,"Begleiter, die du erscheinen lässt, erhalten +2&nbsp;max. LP.",I famigli che generi ottengono +2 ai PS massimi.,Familiares gerados por você obtêm +2 de saúde máxima.,"你召唤的家伙最大生命值增加 +2。
","召喚した使い魔の最大HPが+2
されます。"
ITEM_FETUSINAJAR_NAME,Fetus in a Jar,,Feto en un tarro,Fœtus en bocal,Fötus im Glas,Feto in Barattolo,Feto no Pote,罐中的胎儿,瓶詰めの胎児
ITEM_FETUSINAJAR_DESC,"At the the start of each battle, equip a temporary Bomb if your weapon slot is open.
At the end of each turn, if you didn't use your basic attack, equip another Bomb.",,"Al inicio de cada combate, se equipa con una bomba temporal si el espacio de arma está abierto.
Si esta unidad no ha lanzado el ataque básico al final de cada turno, se equipa con otra bomba.","Au début de chaque combat, vous arme d'une bombe temporaire si votre emplacement d'arme est libre.
À la fin de chaque tour, si vous n'avez pas utilisé votre attaque de base, vous arme d'une autre bombe.","Rüste am Anfang jedes Kampfes vorübergehend eine Bombe aus, wenn du keine Waffe ausgerüstet hast.
Wenn du am Ende eines Zuges deinen Grundangriff nicht verwendet hast, rüste eine weitere Bombe aus.","All'inizio di ogni battaglia, equipaggi una Bomba temporanea se il tuo slot arma è libero.
Alla fine di ogni turno, se non hai usato il tuo attacco base, equipaggi un'altra Bomba.","No início de cada batalha, equipe uma bomba temporária se seu espaço de arma estiver vazio.
No final de cada turno, se ainda não tiver utilizado seu ataque básico, equipe outra bomba.","在每场战斗开始时，
如果你的武器栏位为空，
装备一个临时炸弹。
在每个回合结束时，
如果你没有使用基础攻击，
装备另一个炸弹。","各バトルの開始時に、武器スロッ
トが空いている場合、一時的な爆
弾を装備します。  
各ターンの終了時に、基本攻撃を
使用しなかった場合、もう一つの
爆弾を装備します。"
ITEM_FIREWORKS_NAME,Fireworks,,Fuegos artificiales,Feux d'artifice,Feuerwerk,Fuochi d'Artificio,Fogos de Artifício,烟花,花火
ITEM_FIREWORKS_DESC,"Use: Emit 5 Sparkles.
If you end your turn with 0 mana, this gains +1 use.",,"Uso: Emite 5 destellos.
Si esta unidad termina el turno sin maná, obtiene +1 uso.","Utilisation&nbsp;: émet 5&nbsp;étincelles.
Si vous terminez votre tour avec 0&nbsp;mana, cet objet gagne Utilisation +1.","Benutzen: Versprühe 5&nbsp;Funken.
Erhält +1&nbsp;Anwendung, wenn du deinen Zug mit 0&nbsp;Mana beendest.","Uso: Emetti 5 Scintille.
Se termini il tuo turno con 0 mana, ottiene +1 utilizzo.",Uso: emita 5,"使用：发射5个火花。
如果你回合结束时法力值为0，
则此技能获得+1次使用次数。","使用：5つのスパークルを放つ。
  
ターン終了時にマナが0の場合、
使用回数が+1増加する。"
ITEM_FISHHOOK_NAME,Fish Hook,,Anzuelo,Hameçon,Angelhaken,Amo da Pesca,Gancho de Peixes,鱼钩,釣り針
ITEM_FISHHOOK_DESC,"If you would knockback a unit, instead deal extra damage to it equal to the knockback.",,"En vez de hacer retroceder a una unidad, le inflige daño extra igual al valor del retroceso.","Au lieu d'infliger Recul à une unité, vous lui infligez des dégâts bonus équivalents au niveau du Recul.","Wenn du eine Einheit zurückstoßen würdest, verursache stattdessen Schaden in der Höhe des Rückstoßes.","Invece di respingere un'unità, le infliggi un danno aggiuntivo pari al valore del contraccolpo.","Ao invés de empurrar uma unidade, cause dano adicional equivalente ao empurrão.","如果你会击退一个单位，
则改为对其造成等同于击退数值的额外伤害。
","ユニットをノックバックさせる場
合、そのノックバックに等しい追
加ダメージを与えます。"
ITEM_FLYLARVA_NAME,Fly Larva,,Larva de mosca,Larve de mouche,Fliegenlarve,Bigattino,Larva de Mosca,幼虫,ハエの幼虫
ITEM_FLYLARVA_DESC,Your basic attack inflicts Rot 1.,,El ataque básico inflige 1 de putrefacción.,Votre attaque de base inflige Décomposition +1.,Dein Grundangriff verursacht Fäulnis&nbsp;1.,Il tuo attacco base infligge Putrefazione 1.,Seu ataque básico aplica apodrecimento 1.,你的基础攻击附加腐烂1。,基本攻撃が腐敗1を与える。
ITEM_FORK_NAME,Fork,,Tenedor,Fourchette,Gabel,Forchetta,Garfo,叉子,フォーク
ITEM_FORK_DESC,Heal 5 HP when you kill a unit or destroy a corpse.,,Esta unidad recupera 5 PS al matar a una unidad o destrozar un cadáver.,Vous récupérez 5&nbsp;PV quand vous tuez une unité ou détruisez un cadavre.,"Heile dich um 5&nbsp;LP, wenn du eine Einheit tötest oder eine Leiche zerstörst.",Rigeneri 5 PS quando uccidi un'unità o distruggi un cadavere.,Cure 5 PV ao matar uma unidade ou destruir um corpo.,"当你击杀一个单位或摧毁尸体时，

恢复5点生命值。","ユニットを倒すか死体を破壊する
と、HPが5回復します。"
ITEM_FRIENDSHIPBRACELET_NAME,Friendship Bracelet,,Pulsera de la amistad,Bracelet de l'amitié,Freundschaftsarmband,Braccialetto dell'Amicizia,Pulseira da Amizade,友谊手链,友情のブレスレット
ITEM_FRIENDSHIPBRACELET_DESC,Use: Permanently charm a non-boss enemy. It joins your party.,,"Uso: Embruja para siempre a un enemigo que no sea jefe, que se une al grupo.",Utilisation&nbsp;: vous envoûtez de façon permanente un ennemi non-boss. Il rejoint votre équipe.,Benutzen: Verursache dauerhaft Charme bei einem regulären Gegner. Er tritt deiner Gruppe bei.,"Uso: Ammali permanentemente un nemico non boss, che si unisce al tuo gruppo.",Uso: enfeitiçe permanentemente um inimigo que não seja um chefe. Ele passa a fazer parte do seu grupo.,"使用：
永久魅惑一个非Boss敌人。
它将加入你的队伍。","使用: 非ボスの敵を永久に魅了
します。仲間としてパーティに加
わります。"
ITEM_FURNITUREBOX_NAME,Furniture Box,,Caja de menaje,Boîte à meubles,Umzugskarton,Scatola di Mobili,Caixa de Móvel,家具盒,家具箱
ITEM_FURNITUREBOX_DESC,"Breaks when [img:shield] is depleted.
Becomes a random piece of furniture when you return home.",,"Se rompe al agotarse [img:shield].
Se transforma en un mueble al azar al volver a casa.","Se brise quand [img:shield] est à 0.
Se change en un meuble aléatoire quand vous rentrez chez vous.","Geht kaputt, wenn [img:shield] aufgebraucht ist.
Wird zu einem zufälligen Möbelstück, wenn du nach Hause zurückkehrst.","Si rompe quando lo [img:shield] si esaurisce.
Diventa un mobile casuale quando torni a casa.","Quebra quando seu [img:shield] se esgota.
Torna-se um móvel aleatório quando você volta para casa.","当[img:shield]耗尽时破碎。
当你回家时变成一件随机家具。","[img:shield]がなくなると壊れます。  
帰宅するとランダムな家具になり
ます。"
ITEM_FURNITUREBOX_RARE_NAME,Rare Furniture Box,,Caja de menaje inusual,Boîte à meubles rares,Seltener Umzugskarton,Scatola di Mobili Rari,Caixa de Móvel Raro,稀有家具盒,レア家具ボックス
ITEM_FURNITUREBOX_RARE_DESC,"Breaks when [img:shield] is depleted.
Becomes a random piece of rare furniture when you return home.",,"Se rompe al agotarse [img:shield].
Se transforma en un mueble inusual al azar al volver a casa.","Se brise quand [img:shield] est à 0.
Se change en un meuble rare aléatoire quand vous rentrez chez vous.","Geht kaputt, wenn [img:shield] aufgebraucht ist.
Wird zu einem zufälligen seltenen Möbelstück, wenn du nach Hause zurückkehrst.","Si rompe quando lo [img:shield] si esaurisce.
Diventa un mobile raro casuale quando torni a casa.","Quebra quando seu [img:shield] se esgota.
Torna-se um móvel aleatório quando você volta para casa.","当[img:shield]耗尽时破碎。
当你回家时变成一件随机稀有家具。
","[img:shield]がなくなると壊れます。  
帰宅時にランダムなレア家具の一
部になります。"
ITEM_GALLONOFWATER_NAME,Gallon of Water,,Garrafa de agua,Gallon d'eau,Wasserflasche,Tanica d'Acqua,Galão de Água,一加仑水,水ガロン
ITEM_GALLONOFWATER_DESC,"Use: Heal +5 HP and gain Heatwave immunity.
Refills when affected by Water Element effects.",,"Uso: Esta unidad recupera +5 PS y obtiene inmunidad a las olas de calor.
Se recarga con los efectos de elemento de agua.","Utilisation&nbsp;: rend 5&nbsp;PV et confère Immunité aux vagues de chaleur.
Se recharge lorsqu'affecté par des effets d'eau.",Benutzen: Heile dich um 5&nbsp;LP und werde immun gegen Hitzewelle.,"Uso: Rigeneri +5 PS e ottieni immunità a Ondata di Calore.
Si ricarica quando sei sotto l'influenza di effetti dell'elemento acqua.","Uso: cure 5 PV e obtenha imunidade contra ondas de calor.
É preenchido ao ser afetado por efeitos do elemento água.","使用：
回复+5生命值并获得热浪免疫。

受到水元素效果影响时补充。","使用: HPを5回復し、熱波へ
の耐性を得る。  
水属性の効果を受けると再充填さ
れる。"
ITEM_GLITCH_NAME,Glitch,,Anomalía,Glitch,Glitch,Glitch,Glitch,故障,グリッチ
ITEM_GLITCH_DESC,Use: Scramble the last spell you used. Permanently.,,Uso: Distorsiona el último hechizo que hayas usado. Para siempre.,Utilisation&nbsp;: mélange le dernier sort utilisé. De manière permanente.,"Benutzen: Der letzte Zauber, den du gewirkt hast, wird mit einem zufälligen anderen Zauber ersetzt. Dauerhaft.",Use: Causa Scompiglio all'ultimo incantesimo che hai usato. Permanentemente.,Uso: embaralhe o último encantamento que você utilizou. Permanentemente.,"使用：
永久打乱你上次使用的法术。","使用: 最後に使用した呪文を永
久にシャッフルします。"
ITEM_GLOWINGCOIN_NAME,Glowing Coin,,Moneda resplandeciente,Pièce scintillante,Leuchtende Münze,Moneta Luminescente,Moeda Brilhante,发光硬币,光るコイン
ITEM_GLOWINGCOIN_DESC,"Use: Flip a coin.
Heads: Double your mana.
Tails: Lose 50% of your mana.",,"Uso: Lanza una moneda.
Cara: Duplica el maná.
Cruz: Pierde un 50 % de maná.","Utilisation&nbsp;: vous lancez une pièce.
Pile&nbsp;: votre mana est doublé.
Face&nbsp;: vous perdez 50&nbsp;% de votre mana.","Benutzen: Wirf eine Münze.
Kopf: Verdopple dein Mana.
Zahl: Verliere 50&nbsp;% deines Mana.","Uso: Lanci una moneta.
Testa: Raddoppi il tuo mana.
Croce: Perdi il 50% del tuo mana.","Uso: jogue uma moeda.
Cara: dobre sua mana.
Coroa: perca 50% da sua mana.","使用：抛硬币。
正面：你的法力值加倍。
反面：失去50%的法力值。","使用: コインを投げる。  
表: マナが2倍になる。  
裏: マナが50%減少する。"
ITEM_GLOWINGSEED_NAME,Glowing Seed,,Semilla resplandeciente,Graine scintillante,Leuchtender Samen,Seme Luminescente,Semente Brilhante,发光种子,光る種
ITEM_GLOWINGSEED_DESC,Your basic attack spawns tall grass.,,El ataque básico genera hierba alta.,Votre attaque de base fait apparaître de hautes herbes.,Dein Grundangriff lässt hohes Gras erscheinen.,Il tuo attacco base genera erba alta.,Seu ataque básico gera grama alta.,你的基础攻击会生成高草。,"基本攻撃で背の高い草が生えます
。"
ITEM_GLUE_NAME,Glue,,Pegamento,Colle,Kleber,Colla,Cola,胶水,接着剤
ITEM_GLUE_DESC,"Use: Gain +20% Dodge Chance, -1 [img:int] and Confusion 2.",,"Uso: Obtiene +20 % de probabilidad de esquiva, -1 [img:int] y 2 de confusión.","Utilisation&nbsp;: vous gagnez +20&nbsp;% de chances d'esquive, [img:int] -1&nbsp;et Confusion +2.","Benutzen: Erhalte +20&nbsp;% Ausweichchance, -1&nbsp;[img:int] und Verwirrung&nbsp;2.","Uso: Ottieni +20% di probabilità di schivata, -1 all'[img:int] e Confusione 2.","Uso: obtenha +20% de chance de esquiva, -1 de [img:int] e confusão 2.","使用：获得+20% 闪避几率，

-1 [img:int] 并获得混乱 2。","使用: 回避率が+20%上昇し
、[img:int]が-1、混乱2を付与します
。"
ITEM_GOLDENEGG_NAME,Golden Egg,,Huevo dorado,Œuf en or,Goldenes Ei,Uovo d'Oro,Ovo Dourado,金蛋,金の卵
ITEM_GOLDENEGG_DESC,Find 3-5 extra coins at the end of each battle.,,Encuentra 3-5 monedas extras al final de cada combate.,Vous obtenez 3&nbsp;à 5&nbsp;pièces bonus à la fin de chaque combat.,Finde am Ende jedes Kampfes 3&nbsp;– 5 zusätzliche Münzen.,Trovi 3-5 monete aggiuntive alla fine di ogni battaglia.,Encontre 3-5 moedas adicionais no final de cada batalha.,"每场战斗结束时额外获得3-5枚金币。
","各バトルの終了時に追加で3～5
枚のコインを見つけることができ
ます。"
ITEM_GOLDENTOOTH_NAME,Golden Tooth,,Diente dorado,Dent en or,Goldzahn,Dente d'Oro,Dente Dourado,金牙,金の歯
ITEM_GOLDENTOOTH_DESC,Becomes {aux} coins when you return home.,,Se transforma en {aux} monedas al volver a casa.,Se change en {aux} pièces quand vous rentrez chez vous.,"Wird zu {aux}&nbsp;Münzen, wenn du nach Hause zurückkehrst.",Si trasforma in {aux} monete quando torni a casa.,Torna-se {aux} moedas quando você volta para casa.,回家时变成{aux}金币。,"家に帰ると{aux}コインにな
ります。"
ITEM_GORGONSEYE_NAME,Gorgon's Eye,,Ojo de gorgona,Œil de gorgone,Auge der Gorgone,Occhio della Gorgone,Olho de Górgona,魔蛇之眼,ゴルゴンの目
ITEM_GORGONSEYE_DESC,Use: Petrify all nearby units in your line of sight.,,Uso: Petrifica a todas las unidades cercanas del campo visual.,Utilisation&nbsp;: les unités proches dans votre ligne de mire subissent Pétrification.,Benutzen: Versteinere alle Einheiten innerhalb deiner Sichtlinie.,Uso: Pietrifichi tutte le unità vicine nel tuo campo visivo.,Uso: petrifique todas as unidades próximas dentro do seu campo de visão.,"使用：
石化所有视线范围内的附近单位。
","使用: 視界内のすべての近くの
ユニットを石化させる。"
ITEM_GREENDRINK_NAME,Green Drink,,Bebida verde,Boisson verdâtre,Grünes Getränk,Bevanda Verde,Bebida Verde,绿色饮料,マナドリンク
ITEM_GREENDRINK_DESC,"Use: Gain 5 mana.
[s:.7](Usable once per battle.)[/s]",,"Uso: Obtiene 5 de maná.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: Mana +5.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Erhalte 5&nbsp;Mana.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Ottieni 5 mana.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: obtenha 5 de mana.
[s:.7](Um uso por batalha.)[/s]","使用：获得5点法力值。
[s:.7](每场战斗可使用一次。)[/s]","使用: 5マナを獲得する。  
[s:.7](戦闘ごとに1回使用可能。)[/s]"
